4歳上500万下|小倉|芝|1800|晴|380:160_220_1320:1120:1340:600_3710_8330:2570:25270:104900|20170225,1|エーデルメイシュ|長岡禎仁|3.8|1,2|アグネスザルーツ|秋山真一|5.8|3,3|トモジャクール|原田和真|92.7|15,4|パラノーマル|丹内祐次|25.6|12,5|セルバンテス|菱田裕二|12.5|5,6|ジュヒョウ|丸山元気|6.6|4,7|ウインティアラ|坂井瑠星|18.0|8,8|パヴェダイヤモンド|丸田恭介|24.7|11,9|スズカウルトラ|城戸義政|16.9|7,10|ルーレットクイーン|吉田隼人|13.2|6,11|スズカマドンナ|中谷雄太|22.6|10,12|インペラトーレ|荻野極|5.3|2,13|メイショウメリリー|小崎綾也|57.0|13,14|クリノヴェルサイユ|木幡初也|81.3|14,15|ルージュノアール|藤岡佑介|19.5|9
4歳上500万下|京都|芝|1600|晴|1200:400_310_320:3990:5330:1560_1590_1250:10630:13340:78560|20170514,1|ランウェイ|荻野極|12.0|5,2|グランノーブル|森裕太朗|9.1|2,3|ファンタサイズ|藤岡佑介|10.8|4,4|キャノンストーム|小牧太|18.6|7,5|マテラアリオン|高倉稜|19.0|8,6|メイショウカクオビ|古川吉洋|61.8|14,7|ゼーリムニル|川須栄彦|18.4|6,8|サウンドバーニング|福永祐一|1.9|1,9|キセキノケイフ|松若風馬|31.0|11,10|ウインクレド|松山弘平|9.1|3,11|アスターサムソン|川島信二|42.5|13,12|マイネルサグラ|国分優作|26.6|9,13|コンクエストシチー|国分恭介|144.6|17,14|メイショウミソラ|三津谷隼|29.2|10,15|アイアンヒロイン|富田暁|105.8|15,16|プリンシパルスター|和田竜二|40.5|12,17|カノヤパリティ|田中健|124.6|16,18|アイファーヴリル|藤懸貴志|289.6|18
3歳未勝利|中京|ダ|1800|曇|170:110_310_160:490:1920:670_230_1330:2350:2130:10880|20180128,1|ミスズフリオーソ|富田暁|1.7|1,2|ベルクカッツェ|藤田菜七|30.0|6,3|トーセンブレイヴ|藤岡康太|4.3|2,4|キャットタング|松若風馬|13.4|5,5|ラズワルド|北村友一|6.0|3,6|クラウンクラシック|木幡巧也|80.8|10,7|アヴィドウィナー|太宰啓介|11.6|4,8|カイトチャン|菅原隆一|152.5|13,9|サウンドコラード|義英真|141.2|11,10|シゲルワサビ|小崎綾也|42.5|7,11|タガノロッソ|岩崎翼|77.2|9,12|エポドスミノル|菱田裕二|48.4|8,13|テイエムチャレンジ|柴山雄一|145.9|12,14|ダイメイヒゴ|丸田恭介|195.9|14,15|ハタノルミエール|井上敏樹|422.8|15
本栖湖特別|東京|芝|2400|晴|250:120_110_160:270:260:160_430_280:470:640:1820|20181006,1|ヘリファルテ|モレイラ|2.5|2,2|ブラックプラチナム|ルメール|2.2|1,3|サンデームーティエ|柴田大知|8.8|4,4|マスラオ|北村宏司|21.6|6,5|ヒメタチバナ|松岡正海|97.4|8,6|シャリオヴァルト|田辺裕信|22.5|7,7|スプマンテ|戸崎圭太|7.5|3,8|フォーラウェイ|和田竜二|17.5|5,9|コスモピクシス|丹内祐次|152.6|9
三鷹特別|東京|芝|1400|晴|150:110_130_200:300:460:230_350_560:570:1080:2550|20171111,1|モズアスコット|ルメール|1.5|1,2|バリス|戸崎圭太|5.9|2,3|モアナ|内田博幸|11.9|4,4|ペルソナリテ|柴田大知|12.6|6,5|ウィンドライジズ|北村宏司|12.6|5,6|コーラルプリンセス|柴山雄一|97.8|10,7|バウトナカヤマ|田中勝春|83.9|9,8|ブリラーレ|ムーア|10.5|3,9|ワイナルダム|宮崎北斗|47.0|8,10|ヒルノマゼラン|横山典弘|30.8|7,11|カレン|荻野極|274.3|13,12|スマートプラネット|大野拓弥|251.6|12,13|ジェイラー|田辺裕信|182.1|11,14|レトロクラシック|武士沢友|300.0|14,15|ワカコマタイヨウ|菅原隆一|365.4|15
堺ステークス|阪神|ダ|1800|晴|2300:400_110_240:1270:1530:580_2130_430:5380:3830:41690|20171210,1|アドマイヤランディ|Ｃ．デム|23.0|6,2|クリノリトミシュル|ルメール|1.6|1,3|ノーブルサターン|戸崎圭太|10.6|5,4|スマートボムシェル|川田将雅|9.2|4,5|カラクプア|幸英明|5.7|2,6|ザイディックメア|和田竜二|8.0|3,7|コンセギール|古川吉洋|32.2|7,8|ヤマカツポセイドン|国分優作|143.9|11,9|レインボーソング|藤岡佑介|35.2|8,10|タイガークラウン|太宰啓介|99.1|10,11|ヨシオ|松岡正海|68.3|9
2歳新馬|東京|芝|1800|晴|640:460_820_560:4370:3670:670_520_930:7460:5810:36970|20171105,1|シナモンフレイバー|大野拓弥|6.4|2,2|ドゥマン|田辺裕信|18.5|5,3|シャドウアイランド|シュミノ|11.3|3,4|ステラーインパクト|Ｍ．デム|1.2|1,5|キリシマテソーロ|吉田隼人|84.3|7,6|デュアルマンデート|北村宏司|14.3|4,7|マイネルポーション|柴田大知|112.3|8,8|ナリイチ|内田博幸|43.5|6,9|サクセスウエイ|木幡初広|221.3|10,10|パットサイテ|岩部純二|220.7|9
4歳上500万下|京都|ダ|1800|晴|340:140_180_110:1460:2050:490_190_390:2910:1010:7640|20180121,1|ビッグアイランド|高倉稜|3.4|2,2|ワタシノロザリオ|福永祐一|10.6|5,3|ネクストムーブ|藤岡佑介|2.6|1,4|ナムラヘラクレス|田中健|41.0|9,5|ミヤジユウダイ|鮫島克駿|170.6|12,6|ダブルアックス|小牧太|44.7|10,7|フォレストタウン|水口優也|8.1|3,8|アンタガシャチョウ|浜中俊|8.5|4,9|オーサムバローズ|川田将雅|16.1|7,10|ブリーズスズカ|幸英明|24.4|8,11|フェンガリ|小坂忠士|369.5|14,12|スナークレッド|荻野極|230.8|13,13|トウショウコマンチ|鮫島良太|12.9|6,14|メイショウミツタダ|加藤祥太|168.7|11
2歳新馬|中京|芝|1600|晴|770:200_120_220:820:760:300_710_380:2030:2070:11470|20180721,1|ドラウプニル|福永祐一|7.7|3,2|バニュルス|Ｍ．デム|2.5|2,3|エレヴァルアスール|和田竜二|10.9|4,4|マイサンシャイン|浜中俊|15.9|5,5|プティットフィーユ|川又賢治|32.9|7,6|デンコウミシオン|幸英明|60.5|8,7|スギノヴォルケーノ|鮫島克駿|2.4|1,8|セクシーヨガ|森裕太朗|204.7|10,9|ニホンピロコレール|酒井学|130.2|9,10|フゼアノート|松山弘平|20.7|6
2歳未勝利|中京|芝|1400|晴|1120:200_110_260:900:1040:390_1220_500:3030:3280:19450|20161217,1|アサケハーツ|荻野極|11.2|4,2|ハードアタック|木幡初也|2.0|1,3|フランツジョセフ|幸英明|13.8|5,4|パルクリール|丸山元気|14.7|6,5|チェアーグライド|原田和真|23.9|9,6|メイショウハバネラ|藤岡康太|4.7|2,7|シュクヴァル|柴山雄一|10.4|3,8|ケンシュナウザー|城戸義政|28.8|10,9|ジェイケイマヤヒメ|北村友一|22.1|8,10|ペンデュラム|三津谷隼|203.3|13,11|クニサキカッシーニ|加藤祥太|78.8|11,12|イチザガーデン|義英真|299.6|18,13|マギカ|伴啓太|269.5|17,14|マーキュリー|坂井瑠星|152.1|12,15|ナムラウラン|鮫島克駿|239.5|15,16|ランドマスタング|井上敏樹|268.4|16,17|ラブフルーツ|シュタル|16.7|7,18|グッドアビリティ|太宰啓介|211.7|14
3歳上500万下|阪神|ダ|1400|雨|380:140_110_980:290:320:180_3120_2030:770:7110:28230|20160625,1|ツーエムマイスター|浜中俊|3.8|2,2|ラインシュナイダー|松山弘平|2.0|1,3|タイキレガトゥス|国分優作|106.6|11,4|ブライスガウ|中谷雄太|4.9|3,5|コスモピーコック|幸英明|69.1|10,6|ヤサカナンティー|荻野極|26.7|6,7|モアザンイナフ|高倉稜|361.6|16,8|キングヴァラール|小牧太|133.8|12,9|メンカウラー|太宰啓介|33.7|7,10|ラブミーテンダー|和田竜二|213.5|15,11|メイショウフウシャ|武豊|11.8|4,12|ナムラパッキャオ|鮫島克駿|199.0|13,13|ニホンピロヘーゼル|秋山真一|43.2|9,14|メイショウサンゾウ|義英真|199.1|14,15|アンナペレンナ|Ｍ．デム|20.2|5,16|ヤマイチファミリー|酒井学|34.4|8
合馬特別|小倉|芝|1200|晴|230:140_240_410:1340:1440:580_840_2510:2230:6960:24060|20170225,1|ライトフェアリー|丸田恭介|2.3|1,2|トシストロング|藤岡佑介|10.6|4,3|ラブローレル|丹内祐次|21.7|8,4|エイシンミノアカ|北村友一|11.0|5,5|フェアラフィネ|坂井瑠星|34.3|10,6|サンライズビーム|丸山元気|12.9|6,7|クリノスイートピー|伴啓太|37.3|12,8|ビリーヴザワン|黛弘人|38.4|13,9|ジョーマイク|義英真|27.7|9,10|スズカバーディー|藤岡康太|6.9|2,11|サイタスリーレッド|菱田裕二|35.4|11,12|アイムウィッシング|中井裕二|51.0|15,13|タニマサガール|杉原誠人|193.4|18,14|ゴールドウィング|横山和生|81.9|17,15|シャインレッド|吉田隼人|9.6|3,16|スマートスペクター|松山弘平|63.2|16,17|コパノチャンス|原田和真|18.7|7,18|グランドサッチャー|城戸義政|44.0|14
3歳上1000万下|阪神|ダ|1200|晴|1100:300_200_240:2550:3350:1150_1520_870:7610:7290:54790|20171223,1|チェイスダウン|ボウマン|11.0|5,2|メイショウアリソン|池添謙一|5.7|2,3|スズカコーズライン|酒井学|7.4|4,4|ナムラヒューマン|大野拓弥|14.6|7,5|タマモコーラス|和田竜二|28.3|9,6|ピースマーク|幸英明|5.7|3,7|ヒルノデンハーグ|古川吉洋|42.5|10,8|ブルームーン|Ｃ．デム|2.8|1,9|アドマイヤシャドウ|北村友一|81.3|14,10|ゼットマックイーン|水口優也|382.8|16,11|ワキノハガクレ|小牧太|93.9|15,12|グランドポピー|森裕太朗|18.3|8,13|テーオーソルジャー|富田暁|13.9|6,14|オンリーワンスター|加藤祥太|59.8|11,15|ギャラクシーエクス|松田大作|80.8|13,16|ブロンズテーラー|松山弘平|77.9|12
3歳上500万下|京都|ダ|1800|曇|320:140_290_220:2020:2210:700_490_1340:3340:4730:21160|20171118,1|ドライバーズハイ|Ｍ．デム|3.2|2,2|タスクフォース|浜中俊|12.1|5,3|マイネルブロッケン|シュタル|9.9|3,4|ベディヴィア|北村友一|99.2|14,5|スズカブルグ|森裕太朗|31.7|9,6|サンマルエンパイア|秋山真一|65.7|12,7|ネクストムーブ|川田将雅|18.4|8,8|ジョウショーチカラ|藤岡康太|259.7|16,9|エフハリスト|和田竜二|12.9|6,10|シュンノカミ|松若風馬|74.1|13,11|ムイトオブリガード|四位洋文|2.9|1,12|エールブリリアンツ|松山弘平|40.5|10,13|ラインフィール|幸英明|10.4|4,14|ラローデ|荻野極|54.3|11,15|ジェニシス|Ｃ．デム|14.9|7,16|テイケイレーヴ|川島信二|153.7|15
3歳未勝利|小倉|芝|1200|晴|11200:3020_1550_380:2130:190820:41310_12740_7020:570270:700500:5570370|20170226,1|ソービック|丸田恭介|112.0|14,2|タガノアヌビス|鮫島克駿|71.1|13,3|マリーナプリンセス|長岡禎仁|11.6|7,4|シゲルタイガー|吉田隼人|7.3|4,5|カフジリバー|秋山真一|13.2|8,6|エマーブル|木幡初也|10.0|6,7|シュピールカルテ|丹内祐次|4.6|2,8|タカラユメ|藤田菜七|43.0|10,9|ハクサンオダイリ|藤岡康太|5.9|3,10|フランツジョセフ|菱田裕二|4.3|1,11|オニチャン|加藤祥太|147.6|18,12|クララフトゥーラ|宮崎北斗|44.0|11,13|ブルベアエイプス|北村友一|41.6|9,14|カゼノアスリート|丸山元気|60.8|12,15|クラシコテーラー|黛弘人|116.5|15,16|カガエクリプス|小崎綾也|133.1|16,17|メイショウルーシー|荻野極|9.8|5,18|マサノペンダント|岩崎翼|138.5|17
3歳上500万下|福島|ダ|1700|晴|740:180_120_160:600:880:380_640_310:2470:1420:11060|20161106,1|ブレスアロット|吉田隼人|7.4|5,2|アナザープラネット|鮫島克駿|2.2|1,3|メイショウハクラク|加藤祥太|5.7|2,4|ネイチャーポイント|藤田菜七|12.5|6,5|モーゼス|原田和真|16.4|7,6|スフェーン|勝浦正樹|6.0|3,7|ナンヨーファミユ|石橋脩|6.1|4,8|ホホエムオンナ|長岡禎仁|137.0|10,9|デスティニーシチー|中井裕二|103.6|8,10|グレートアイランド|宮崎北斗|132.9|9,11|カシノサクセス|井上敏樹|262.5|11
3歳上500万下|福島|ダ|1150|晴|6910:1560_190_390:29480:29050:7040_10140_1420:62450:100940:792880|20161112,1|ソロダンサー|伴啓太|69.1|15,2|モズワッショイ|吉田隼人|5.6|2,3|テンプルツリー|木幡初也|18.3|7,4|ダンツロビン|北村友一|67.5|14,5|ジュエルメッセージ|川須栄彦|42.8|13,6|メイショウタラチネ|加藤祥太|2.3|1,7|ベストエビデンス|丸田恭介|22.2|8,8|メイショウマイカゼ|鮫島克駿|12.8|5,9|メランコリア|西村太一|9.2|4,10|ヒデノヒロイン|岩崎翼|8.3|3,11|シアワセデス|中井裕二|22.7|9,12|フロイデシューネル|中谷雄太|236.3|16,13|ボストンビリーヴ|森裕太朗|27.3|10,14|イエロースター|原田和真|33.8|11,15|モンサンビアンカ|宮崎北斗|18.0|6,16|アンミ|長岡禎仁|40.2|12
3歳未勝利|東京|ダ|2100|晴|960:250_290_600:1450:2450:660_1840_1440:5820:10790:61040|20180421,1|ミラクルヒッター|田中勝春|9.6|3,2|ショーンガウアー|福永祐一|4.7|2,3|デルマバラライカ|武藤雅|19.9|7,4|モダンジャイブ|大野拓弥|1.6|1,5|ロブラリア|三浦皇成|18.6|5,6|シングンオフビート|武士沢友|31.0|9,7|ネコマヒカ|江田照男|14.3|4,8|ピンクダイキリ|戸崎圭太|18.7|6,9|ルナティック|木幡育也|166.7|11,10|フレンドリーム|長岡禎仁|299.4|13,11|ウサギノパンチ|松岡正海|45.8|10,12|ターフィーキング|岩部純二|456.0|16,13|トリコロールライト|柴田善臣|184.2|12,14|スノービスケット|嘉藤貴行|349.8|14,15|ジャストザホマレ|杉原誠人|454.0|15,16|ショウナンカマクラ|横山和生|30.5|8
3歳未勝利|東京|ダ|1600|曇|270:140_310_140:330:2150:760_220_620:2860:1810:9220|20170625,1|サトノグリーン|戸崎圭太|2.7|1,2|ニシノキッカセキ|大野拓弥|20.9|6,3|ファイヤーワークス|柴田善臣|3.4|2,4|ダウンザライン|嘉藤貴行|7.2|5,5|レオネルコード|木幡巧也|33.2|8,6|リモンディ|内田博幸|6.6|4,7|ハッピーパーティー|吉田豊|263.0|12,8|ジュンアイルランド|西田雄一|101.0|10,9|タイセイロブスト|石橋脩|133.5|11,10|トモジャストリーク|津村明秀|77.1|9,11|パラシオプリンセサ|菊沢一樹|408.9|13,12|エンターティナー|石川裕紀|6.2|3,13|ミスターロマンス|池添謙一|27.2|7,14|セイギ|伴啓太|487.9|14,取|ラヴタクティクス|北村宏司|---|None,取|タイムトラベル|岩部純二|---|None
障害4歳上未勝利|福島|障|2770|晴|5380:560_200_110:720:12800:3130_990_360:32450:5840:98580|20180422,1|ユアーザワン|高野和馬|53.8|9,2|ワンスインアライフ|北沢伸也|9.4|4,3|メイショウゴウキ|田村太雅|2.0|1,4|ビーハグ|草野太郎|34.9|7,5|キングスーサ|難波剛健|9.7|5,6|フジマサエンペラー|石神深一|5.2|3,7|フォルテメンテ|上野翔|82.8|11,8|キールコネクション|蓑島靖典|44.4|8,9|マイネルディアベル|山本康志|4.6|2,10|スミレタンポポ|大庭和弥|69.6|10,11|フルスプレンダー|大江原圭|204.2|12,12|メリオラ|林満明|17.2|6
3歳未勝利|中山|ダ|1200|晴|370:120_110_120:250:550:250_320_200:1150:760:3900|20170114,1|スビールアスール|戸崎圭太|3.7|2,2|メリークン|吉田豊|2.7|1,3|セイカチトセ|大野拓弥|4.2|3,4|ペイシャオブワキア|石橋脩|8.4|4,5|ノアブリジット|江田照男|25.6|8,6|エスタシオン|嘉藤貴行|23.2|7,7|オコルデヤスシ|丸田恭介|82.8|11,8|ヴィアグローリアス|木幡巧也|21.7|6,9|エンセラダス|嶋田純次|146.5|14,10|マグナスエフェクト|長岡禎仁|58.8|9,11|セラファン|石川裕紀|85.5|12,12|ニシノマッハ|野中悠太|152.8|15,13|イエスマイハニー|横山典弘|135.7|13,14|グレームーン|吉田隼人|359.7|16,15|ドゥエルインハート|柴田善臣|64.7|10,16|オールイン|北村宏司|16.7|5
3歳未勝利|京都|ダ|1800|晴|2200:400_110_110:2800:2830:740_760_140:8060:1150:15770|20170219,1|エンドレスコール|荻野極|22.0|6,2|サイレントアスカ|川田将雅|2.1|1,3|レッドラトナ|池添謙一|2.9|2,4|テイエムアンムート|岩崎翼|5.8|3,5|ジュブリーユ|四位洋文|17.0|5,6|ローズクイーン|竹之下智|114.2|10,7|フジワンキララ|川須栄彦|239.4|12,8|ヤマニンフィオレロ|田中健|32.5|7,9|ブランニューカップ|城戸義政|13.9|4,10|カイホロ|佐藤友則|88.2|9,11|ミスミーチャン|小崎綾也|33.4|8,12|ニシノオマージュ|柴田未崎|125.5|11,13|プロセッコ|国分優作|242.8|13
3歳未勝利|京都|ダ|1800|雨|520:220_510_350:1810:4650:1470_1160_3170:6960:17010:91410|20170513,1|チェリーボンボン|富田暁|5.2|3,2|ロッタラブ|高倉稜|21.6|8,3|タマモエルドラド|和田竜二|10.7|5,4|ヒデノエーデル|酒井学|157.5|15,5|レッドラトナ|池添謙一|3.7|2,6|インハーフェイバー|武豊|3.5|1,7|マダムストーリー|国分優作|140.0|14,8|ナリタアマランサス|森裕太朗|44.7|10,9|アビイロード|小牧太|21.4|7,10|ミリフィカ|松若風馬|18.7|6,11|リュウビ|義英真|181.2|16,12|エフヨンエフ|三津谷隼|66.4|12,13|サンチャゴボラーレ|福永祐一|6.3|4,14|ナムラハレルヤ|松山弘平|30.1|9,15|ホッコーペネロープ|川島信二|103.3|13,16|プラムステッド|藤岡康太|54.3|11
3歳上500万下|新潟|ダ|1800|晴|360:160_300_200:3190:2840:920_510_1000:4800:4790:26160|20161022,1|タマモセナター|岩崎翼|3.6|2,2|ウエヲムイテアルコ|吉田隼人|12.6|6,3|ナンヨーファミユ|石橋脩|7.1|5,4|エーティーサンダー|菱田裕二|5.3|3,5|モルゲンロート|長岡禎仁|3.5|1,6|ディアスプマンテ|北村友一|14.9|7,7|コパデスコパ|川須栄彦|28.4|8,8|モンストルコント|木幡巧也|6.4|4,9|ロングマジック|勝浦正樹|144.6|10,10|ワイドワーグナー|加藤祥太|37.4|9
すばるステークス|京都|ダ|1400|晴|390:150_160_820:490:720:340_2610_2780:1340:9460:35070|20170121,1|スマートアヴァロン|Ｍ．デム|3.9|2,2|ブラゾンドゥリス|福永祐一|3.9|1,3|マッチレスヒーロー|和田竜二|48.9|11,4|パーティードレス|フォーリ|19.7|8,5|ソルティコメント|シュミノ|7.7|4,6|ナガラオリオン|四位洋文|11.2|5,7|ビッグリバティ|松若風馬|40.8|9,8|ヒラボクプリンス|藤岡佑介|183.0|15,9|オースミイージー|国分恭介|384.6|16,10|サノイチ|川須栄彦|61.5|13,11|ポメグラネイト|古川吉洋|49.6|12,12|サクラエール|池添謙一|48.7|10,13|オールブラックス|浜中俊|61.7|14,14|タガノエスプレッソ|北村友一|4.4|3,15|サトノプリンシパル|小牧太|15.1|6,16|サウンドスカイ|松田大作|16.9|7
